transaction_id,customer_id,date,store_region,item,category,unit_price
T002423,C00476,2026-05-27 17:09:00,North,Bagels,Bakery,3.2
T004929,C01799,2025-08-21 10:42:00,East,Cereal,Breakfast,4.2
T001588,C00109,2025-07-23 09:36:00,East,Sparkling Water,Beverages,1.8
T004447,C00919,2025-11-17 20:15:00,North,Bananas,Produce,1.2
T001456,C00839,2025-06-02 10:11:00,South,Bagels,Bakery,3.2
T002104,C00566,2025-08-20 19:35:00,South,Cheddar Cheese,Dairy,5.2
T001190,C00043,2026-02-24 16:36:00,West,Frozen Fries,Frozen,3.4
T000571,C00444,2025-06-18 17:10:00,North,Salsa Dip,Snacks,3.8
T001733,C01621,2025-08-27 11:08:00,East,Wine Bottle,Beverages,12.5
T000384,C01315,2026-03-15 11:00:00,South,Ground Beef,Meat,6.9
T004103,C01767,2026-01-07 14:50:00,West,Dish Soap,Household,3.2
T004763,C00416,2025-10-19 12:17:00,West,Laundry Detergent,Household,8.9
T001646,C01106,2025-12-02 19:02:00,West,Onions,Produce,1.5
T004109,C01147,2026-05-15 18:09:00,North,Potato Chips,Snacks,3.1
T001368,C01706,2025-11-16 07:40:00,West,White Bread,Bakery,2.5
T002298,C01605,2026-05-26 19:47:00,East,Croissants,Bakery,3.8
T004094,C01142,2025-12-25 15:29:00,West,Guacamole Dip,Snacks,4.2
T003358,C00807,2025-12-16 09:48:00,East,Dish Soap,Household,3.2
T002091,C01414,2025-10-02 20:25:00,West,Frozen Vegetables,Frozen,3.1
T000648,C01432,2026-01-03 16:47:00,East,BBQ Sauce,BBQ,3.9
T000168,C00958,2025-12-02 07:44:00,South,Tomato Pasta Sauce,Pasta_Sauce,3.1
T004081,C00512,2025-09-01 14:39:00,East,Onions,Produce,1.5
T002659,C01543,2026-02-18 12:22:00,East,Bacon,Meat,5.4
T000872,C00156,2025-12-31 11:57:00,East,Tomato Pasta Sauce,Pasta_Sauce,3.1
T004111,C01444,2026-03-14 14:47:00,South,Sugar,Breakfast,2.2
T003621,C01259,2026-01-12 12:23:00,South,Chicken Breast,Meat,7.5
T000614,C01715,2026-02-10 14:23:00,South,Ground Beef,Meat,6.9
T001022,C01759,2026-04-19 11:49:00,North,Peanut Butter,Spreads,4.5
T001205,C01182,2026-02-25 09:12:00,North,Bagels,Bakery,3.2
T000476,C01536,2026-03-24 18:01:00,South,Frozen Pizza,Frozen,5.9
T002928,C01586,2025-08-15 15:24:00,East,Trash Bags,Household,6.1
T001635,C01024,2025-09-26 10:07:00,North,Baby Formula,Baby,18.0
T003617,C01089,2026-03-31 20:30:00,North,Avocado,Produce,2.0
T003937,C00518,2026-05-01 08:19:00,North,Dish Soap,Household,3.2
T000844,C01050,2026-04-05 19:25:00,West,Bagels,Bakery,3.2
T000135,C01519,2025-09-23 13:33:00,East,Butter,Dairy,4.1
T001927,C00284,2026-01-22 20:31:00,North,Paper Towels,Household,5.5
T001012,C00288,2025-07-01 08:13:00,South,Pretzels,Snacks,2.9
T004828,C01237,2026-04-17 18:10:00,South,Burger Buns,BBQ,2.8
T005076,C01239,2025-07-21 20:40:00,North,Bagels,Bakery,3.2
T003309,C00883,2025-06-06 15:09:00,South,Penne,Pasta_Sauce,1.9
T003249,C01735,2025-07-30 13:55:00,North,Croissants,Bakery,3.8
T002604,C00757,2025-09-23 07:50:00,South,Paper Towels,Household,5.5
T004947,C00558,2026-02-23 16:58:00,West,Bananas,Produce,1.2
T002197,C00038,2026-05-26 09:49:00,East,Ice Bag,Party,2.2
T003509,C01284,2025-11-04 18:13:00,North,Tortilla Chips,Snacks,3.3
T003897,C01372,2025-06-09 20:19:00,North,Milk 1L,Dairy,1.6
T000228,C01307,2025-11-20 07:07:00,North,Frozen Vegetables,Frozen,3.1
T004211,C01053,2026-01-03 07:24:00,South,Bacon,Meat,5.4
T004436,C01165,2026-05-05 19:49:00,West,Cola 2L,Beverages,2.6
T002896,C01433,2025-09-21 15:38:00,West,Bacon,Meat,5.4
T001065,C01400,2025-10-11 14:27:00,North,Wine Bottle,Beverages,12.5
T003353,C00113,2026-01-24 09:08:00,East,Cheddar Cheese,Dairy,5.2
T000081,C01682,2026-01-24 11:57:00,South,Bananas,Produce,1.2
T003395,C01511,2025-06-03 18:02:00,West,Frozen Vegetables,Frozen,3.1
T002802,C00330,2025-12-11 18:24:00,East,Cheddar Cheese,Dairy,5.2
T003010,C00589,2025-07-03 08:11:00,West,Wine Bottle,Beverages,12.5
T002828,C00050,2025-11-04 11:07:00,East,Sausages,Meat,4.8
T001299,C00789,2025-12-30 14:30:00,West,Bananas,Produce,1.2
T003308,C00572,2026-03-08 16:49:00,East,Lettuce,Produce,1.8
T003127,C01495,2026-01-22 18:27:00,East,Energy Drink,Beverages,2.4
T000491,C01744,2025-10-09 11:12:00,North,Frozen Pizza,Frozen,5.9
T002330,C01502,2025-12-16 16:20:00,West,Paper Towels,Household,5.5
T002419,C01131,2026-03-07 11:42:00,South,Cola 2L,Beverages,2.6
T002319,C01628,2025-08-04 15:48:00,West,Burger Buns,BBQ,2.8
T004484,C00818,2026-04-07 12:39:00,East,Sausages,Meat,4.8
T001550,C00754,2025-10-30 12:35:00,West,Salsa Dip,Snacks,3.8
T002620,C00143,2025-06-13 18:02:00,West,Pretzels,Snacks,2.9
T001292,C00183,2026-03-24 20:30:00,South,Ice Bag,Party,2.2
T002334,C00654,2025-09-07 19:54:00,East,Frozen Vegetables,Frozen,3.1
T004877,C00129,2025-06-14 11:27:00,East,Garlic Bread,Pasta_Sauce,3.0
T003862,C00680,2025-09-10 19:39:00,North,Frozen Fries,Frozen,3.4
T001080,C00136,2025-11-16 14:45:00,East,Chicken Breast,Meat,7.5
T002656,C00591,2025-06-04 13:28:00,South,Frozen Fries,Frozen,3.4
T001489,C00235,2025-06-24 08:10:00,North,Butter,Dairy,4.1
T000069,C00134,2026-05-17 15:46:00,West,Milk 1L,Dairy,1.6
T003663,C01337,2025-09-11 19:32:00,South,Charcoal Bag,BBQ,8.2
T003727,C00666,2025-11-20 16:02:00,North,Sausages,Meat,4.8
T000286,C01672,2026-01-12 10:41:00,West,Milk 1L,Dairy,1.6
T002568,C00772,2026-03-25 14:35:00,East,Wine Bottle,Beverages,12.5
T001716,C00574,2025-06-17 08:36:00,West,Bananas,Produce,1.2
T001171,C00894,2026-05-26 14:06:00,West,Orange Juice,Breakfast,3.9
T004280,C00789,2025-09-19 18:19:00,West,Eggs (12ct),Dairy,3.5
T002685,C00373,2026-03-12 08:39:00,West,Greek Yogurt,Dairy,3.3
T001765,C01750,2025-10-13 10:38:00,West,Diapers Pack,Baby,14.9
T002981,C01591,2025-10-16 18:52:00,South,Butter,Dairy,4.1
T002857,C01278,2026-05-10 08:06:00,East,Frozen Fries,Frozen,3.4
T003543,C00905,2025-07-29 11:15:00,South,Salsa Dip,Snacks,3.8
T000137,C00373,2026-04-21 08:24:00,South,Dish Soap,Household,3.2
T000618,C01581,2026-01-20 09:36:00,North,Eggs (12ct),Dairy,3.5
T003896,C00225,2025-06-11 18:48:00,South,Ice Cream,Frozen,4.7
T001184,C00454,2026-02-14 19:07:00,East,Lettuce,Produce,1.8
T000733,C00243,2026-03-16 12:19:00,East,Cereal,Breakfast,4.2
T004893,C01404,2025-08-02 19:35:00,North,Paper Towels,Household,5.5
T000577,C01128,2026-03-04 16:35:00,North,Ice Cream,Frozen,4.7
T001377,C00307,2026-01-29 08:16:00,South,Nutella,Spreads,5.9
T004682,C01135,2026-03-28 08:35:00,East,Lettuce,Produce,1.8
T004439,C00096,2025-09-05 17:54:00,North,Lettuce,Produce,1.8
T002699,C00547,2026-05-05 13:38:00,North,Guacamole Dip,Snacks,4.2
T000441,C00482,2025-10-02 08:10:00,East,Croissants,Bakery,3.8
T003751,C00565,2026-05-04 17:56:00,East,Tomatoes,Produce,2.3
T000628,C01323,2026-05-29 08:05:00,North,Frozen Fries,Frozen,3.4
T001684,C00959,2026-01-30 18:00:00,North,Guacamole Dip,Snacks,4.2
T002105,C01270,2026-01-28 16:51:00,North,Cola 2L,Beverages,2.6
T005001,C00642,2025-11-20 17:16:00,South,Greek Yogurt,Dairy,3.3
T003431,C01656,2026-04-21 19:30:00,West,Butter,Dairy,4.1
T004415,C00220,2026-04-01 11:03:00,South,Bananas,Produce,1.2
T000838,C00833,2025-08-10 09:39:00,South,Milk 1L,Dairy,1.6
T002744,C00150,2026-05-23 08:03:00,West,Ground Beef,Meat,6.9
T004719,C01580,2025-10-06 07:25:00,East,Sparkling Water,Beverages,1.8
T003859,C00994,2026-02-15 10:46:00,North,Butter,Dairy,4.1
T004624,C00202,2025-10-24 14:06:00,North,Bananas,Produce,1.2
T001643,C00565,2025-10-22 19:30:00,East,Whole Wheat Bread,Bakery,2.9
T003937,C00518,2026-05-01 08:19:00,North,Bacon,Meat,5.4
T004553,C01039,2026-04-01 13:03:00,North,Bananas,Produce,1.2
T001849,C00481,2026-03-25 08:50:00,West,Ice Bag,Party,2.2
T000930,C00095,2026-05-19 13:24:00,North,Avocado,Produce,2.0
T001443,C01195,2026-05-30 11:14:00,West,Bananas,Produce,1.2
T001102,C01231,2025-06-17 19:00:00,West,Orange Juice,Breakfast,3.9
T001549,C00282,2026-05-30 14:58:00,East,Spaghetti,Pasta_Sauce,1.9
T000728,C01030,2025-10-03 13:07:00,East,Eggs (12ct),Dairy,3.5
T000472,C01614,2025-06-16 14:24:00,West,Butter,Dairy,4.1
T004882,C01598,2025-11-03 14:39:00,North,Orange Juice,Breakfast,3.9
T004682,C01135,2026-03-28 08:35:00,East,Sparkling Water,Beverages,1.8
T003641,C01199,2026-02-06 12:40:00,South,White Bread,Bakery,2.5
T004508,C01149,2025-11-30 11:54:00,West,Potato Chips,Snacks,3.1
T001677,C00414,2025-07-17 14:24:00,East,Cheddar Cheese,Dairy,5.2
T003830,C00013,2026-05-13 13:25:00,North,Lettuce,Produce,1.8
T004757,C01676,2025-12-09 12:08:00,East,Greek Yogurt,Dairy,3.3
T002949,C00827,2026-01-27 09:47:00,East,Frozen Fries,Frozen,3.4
T000162,C00230,2026-01-11 16:51:00,West,Orange Juice,Breakfast,3.9
T000427,C00029,2025-11-07 16:42:00,North,Guacamole Dip,Snacks,4.2
T000666,C00092,2025-11-26 07:43:00,North,Butter,Dairy,4.1
T004366,C00458,2026-03-30 10:02:00,East,Apples,Produce,2.1
T004608,C00976,2026-02-27 20:26:00,East,Diapers Pack,Baby,14.9
T003734,C00633,2025-11-06 12:35:00,East,Wine Bottle,Beverages,12.5
T000514,C00150,2025-10-27 13:09:00,East,Cola 2L,Beverages,2.6
T002200,C00240,2026-03-07 12:25:00,South,White Bread,Bakery,2.5
T000979,C00537,2026-04-05 07:07:00,North,Lettuce,Produce,1.8
T004454,C00885,2026-05-20 07:58:00,North,Ground Beef,Meat,6.9
T001062,C00432,2026-04-22 12:50:00,North,Sausages,Meat,4.8
T003746,C01773,2026-03-23 18:54:00,West,Frozen Pizza,Frozen,5.9
T004881,C00227,2025-08-14 20:54:00,West,Cereal,Breakfast,4.2
T001786,C01623,2025-06-17 14:50:00,North,Sparkling Water,Beverages,1.8
T000442,C00765,2025-08-02 09:55:00,North,Cola 2L,Beverages,2.6
T001436,C01488,2026-01-30 12:39:00,North,Laundry Detergent,Household,8.9
T001529,C01295,2025-12-21 17:27:00,East,Wine Bottle,Beverages,12.5
T003519,C01005,2026-04-09 07:43:00,North,Cheddar Cheese,Dairy,5.2
T002149,C00076,2025-12-14 16:38:00,North,Ground Beef,Meat,6.9
T000615,C00325,2026-01-17 16:54:00,South,Butter,Dairy,4.1
T003333,C01271,2026-04-14 14:33:00,West,Eggs (12ct),Dairy,3.5
T000871,C00047,2026-05-12 10:24:00,East,Spaghetti,Pasta_Sauce,1.9
T002344,C01292,2025-12-10 20:11:00,West,Greek Yogurt,Dairy,3.3
T005156,C00775,2026-04-27 12:06:00,South,Butter,Dairy,4.1
T003786,C01152,2025-12-19 17:47:00,South,Paper Towels,Household,5.5
T004770,C01587,2026-01-27 20:35:00,West,Pretzels,Snacks,2.9
T000115,C00836,2026-01-22 12:20:00,South,Bagels,Bakery,3.2
T003073,C00460,2026-04-28 08:54:00,East,Energy Drink,Beverages,2.4
T000256,C00167,2025-11-19 10:29:00,South,Onions,Produce,1.5
T000098,C01338,2025-06-02 09:25:00,North,Orange Juice,Breakfast,3.9
T000218,C00866,2026-04-06 07:36:00,East,Sparkling Water,Beverages,1.8
T000182,C00313,2025-07-06 12:28:00,North,White Bread,Bakery,2.5
T004635,C01141,2025-06-16 13:31:00,South,Baby Formula,Baby,18.0
T004139,C00453,2025-12-15 07:52:00,West,Coffee,Breakfast,8.5
T000671,C00645,2025-09-14 17:11:00,South,Cola 2L,Beverages,2.6
T002851,C01543,2026-05-13 13:49:00,East,White Bread,Bakery,2.5
T003500,C00905,2025-12-05 19:30:00,West,Wine Bottle,Beverages,12.5
T002946,C01009,2026-01-01 15:03:00,South,Wine Bottle,Beverages,12.5
T000864,C01327,2025-12-04 14:35:00,North,Frozen Vegetables,Frozen,3.1
T003148,C01627,2026-04-14 17:43:00,South,Dish Soap,Household,3.2
T001692,C01113,2025-12-20 09:45:00,East,Croissants,Bakery,3.8
T002914,C00132,2025-09-17 12:33:00,East,Dish Soap,Household,3.2
T002371,C01657,2025-12-31 10:57:00,East,Croissants,Bakery,3.8
T005158,C01208,2025-12-19 09:55:00,West,Salsa Dip,Snacks,3.8
T000601,C00315,2025-12-04 17:53:00,West,Butter,Dairy,4.1
T003378,C01654,2026-01-04 07:13:00,West,Onions,Produce,1.5
T001226,C00105,2025-12-22 16:52:00,East,Milk 1L,Dairy,1.6
T000768,C00492,2026-04-12 07:04:00,North,BBQ Sauce,BBQ,3.9
T002956,C01198,2025-11-30 18:01:00,West,Tomatoes,Produce,2.3
T004397,C01369,2025-07-03 11:47:00,East,Guacamole Dip,Snacks,4.2
T003138,C00307,2025-11-07 15:15:00,East,Guacamole Dip,Snacks,4.2
T000984,C00167,2025-10-01 14:55:00,South,Avocado,Produce,2.0
T003189,C01610,2025-07-27 13:19:00,East,Tortilla Chips,Snacks,3.3
T003883,C00555,2025-11-22 10:13:00,East,Bananas,Produce,1.2
T003119,C00794,2026-02-26 16:02:00,East,Cola 2L,Beverages,2.6
T000182,C00313,2025-07-06 12:28:00,North,Bacon,Meat,5.4
T001297,C00854,2026-03-15 10:35:00,North,Beer 6-Pack,Beverages,9.9
T000495,C01793,2026-04-12 18:12:00,North,Wine Bottle,Beverages,12.5
T004441,C00755,2025-06-27 12:03:00,South,Milk 1L,Dairy,1.6
T001188,C00359,2025-12-23 07:13:00,South,Energy Drink,Beverages,2.4
T002795,C00580,2025-09-22 12:47:00,North,Sugar,Breakfast,2.2
T001390,C01006,2025-11-03 18:43:00,South,Cereal,Breakfast,4.2
T003157,C00669,2026-05-18 20:52:00,East,Paper Towels,Household,5.5
T001963,C00499,2026-03-14 10:58:00,South,Sugar,Breakfast,2.2
T000704,C01785,2025-06-23 15:45:00,East,Oatmeal,Breakfast,3.7
T002027,C01623,2025-10-02 07:37:00,South,Paper Towels,Household,5.5
T004668,C00263,2026-04-05 07:28:00,West,Croissants,Bakery,3.8
T002112,C00427,2025-11-26 12:24:00,East,Whole Wheat Bread,Bakery,2.9
T003823,C00124,2025-10-05 16:35:00,South,Guacamole Dip,Snacks,4.2
T003520,C01224,2025-10-27 17:07:00,East,Sparkling Water,Beverages,1.8
T005117,C01622,2026-03-05 15:10:00,North,Paper Towels,Household,5.5
T004847,C00871,2025-07-15 17:35:00,West,Baby Food Jars,Baby,2.1
T004056,C00108,2025-07-07 19:21:00,North,Sugar,Breakfast,2.2
T001041,C00297,2025-07-24 20:55:00,North,Trash Bags,Household,6.1
T000277,C01095,2025-12-26 08:55:00,West,Salsa Dip,Snacks,3.8
T002116,C00218,2025-08-04 15:16:00,North,Wine Bottle,Beverages,12.5
T002871,C00057,2025-06-15 16:29:00,North,Tortilla Chips,Snacks,3.3
T002471,C01525,2026-03-11 11:56:00,South,Ice Cream,Frozen,4.7
T003940,C01390,2026-03-16 16:29:00,South,Sparkling Water,Beverages,1.8
T003684,C01771,2026-02-07 16:30:00,East,Burger Buns,BBQ,2.8
T005194,C01458,2026-05-02 08:13:00,East,Ice Cream,Frozen,4.7
T003743,C01542,2025-11-19 15:12:00,South,Sausages,Meat,4.8
T001162,C01581,2025-07-08 18:11:00,West,Potato Chips,Snacks,3.1
T003400,C00080,2025-09-18 08:13:00,West,Burger Buns,BBQ,2.8
T000238,C00220,2026-04-04 13:53:00,South,Mustard,BBQ,2.1
T002842,C00646,2025-07-15 10:04:00,North,Wine Bottle,Beverages,12.5
T005035,C01225,2025-10-30 19:15:00,West,Laundry Detergent,Household,8.9
T000592,C01432,2026-03-26 07:04:00,North,Coffee,Breakfast,8.5
T002315,C00577,2026-03-25 08:07:00,West,Whole Wheat Bread,Bakery,2.9
T001795,C00920,2025-09-09 10:41:00,East,Tomato Pasta Sauce,Pasta_Sauce,3.1
T001413,C00418,2025-09-28 10:50:00,North,Trash Bags,Household,6.1
T000198,C01434,2025-06-25 09:25:00,North,Sausages,Meat,4.8
T003206,C00506,2025-09-18 20:41:00,North,Avocado,Produce,2.0
T001038,C00187,2025-12-04 20:05:00,East,Energy Drink,Beverages,2.4
T003264,C01116,2026-02-05 10:48:00,West,Tomato Pasta Sauce,Pasta_Sauce,3.1
T002034,C01417,2025-07-28 14:24:00,West,Avocado,Produce,2.0
T004745,C01158,2026-04-03 15:03:00,West,Sausages,Meat,4.8
T001787,C00150,2025-09-15 07:56:00,South,Parmesan Cheese,Pasta_Sauce,6.5
T000437,C00621,2026-05-27 10:55:00,North,Frozen Vegetables,Frozen,3.1
T001475,C01417,2026-05-03 09:19:00,North,Eggs (12ct),Dairy,3.5
T003854,C01437,2025-10-21 15:20:00,South,White Bread,Bakery,2.5
T004078,C00363,2025-09-23 12:50:00,North,Salsa Dip,Snacks,3.8
T002837,C00807,2025-12-07 20:31:00,East,Greek Yogurt,Dairy,3.3
T000257,C00267,2025-10-19 07:10:00,South,Bananas,Produce,1.2
T003173,C00312,2026-05-09 13:23:00,South,Balloons Pack,Party,3.5
T003901,C01627,2026-05-05 15:52:00,North,Bananas,Produce,1.2
T000389,C01726,2025-11-16 10:31:00,East,Butter,Dairy,4.1
T001902,C00472,2025-06-28 13:27:00,North,Spaghetti,Pasta_Sauce,1.9
T001867,C00591,2025-08-19 11:50:00,North,Beer 6-Pack,Beverages,9.9
T001546,C00074,2025-12-30 08:24:00,North,Salsa Dip,Snacks,3.8
T005013,C00469,2025-11-11 18:46:00,West,Energy Drink,Beverages,2.4
T003591,C00846,2025-12-15 16:19:00,East,Cereal,Breakfast,4.2
T002653,C01095,2025-10-07 10:19:00,North,Oatmeal,Breakfast,3.7
T001246,C00638,2025-10-12 11:05:00,East,Sugar,Breakfast,2.2
T002392,C01145,2025-11-01 14:49:00,North,Guacamole Dip,Snacks,4.2
T005069,C00163,2025-09-28 16:19:00,North,Butter,Dairy,4.1
T001095,C00305,2025-10-15 18:31:00,East,Lettuce,Produce,1.8
T004940,C01214,2026-01-04 12:09:00,West,Wine Bottle,Beverages,12.5
T003568,C00651,2025-08-29 14:07:00,East,Paper Towels,Household,5.5
T004345,C00788,2025-11-24 17:33:00,North,Candles,Party,4.0
T002843,C00898,2026-01-11 19:01:00,North,Sausages,Meat,4.8
T001896,C00176,2025-08-10 12:48:00,East,Burger Buns,BBQ,2.8
T004950,C01491,2026-05-09 12:36:00,North,Paper Towels,Household,5.5
T004416,C00277,2026-01-09 09:22:00,West,Energy Drink,Beverages,2.4
T003558,C01588,2025-10-02 17:29:00,North,Frozen Pizza,Frozen,5.9
T004412,C00989,2026-01-04 18:34:00,East,Sausages,Meat,4.8
T003259,C00137,2025-12-12 18:28:00,North,Greek Yogurt,Dairy,3.3
T003610,C00879,2025-10-31 19:38:00,North,Cheddar Cheese,Dairy,5.2
T000617,C01504,2025-07-25 13:05:00,East,Bagels,Bakery,3.2
T003605,C00711,2025-10-03 17:13:00,North,Baby Wipes,Baby,4.6
T000414,C00471,2025-10-14 11:28:00,North,Chicken Breast,Meat,7.5
T002184,C00921,2026-03-18 09:51:00,East,Potato Chips,Snacks,3.1
T004725,C00126,2026-01-23 15:36:00,East,Charcoal Bag,BBQ,8.2
T000606,C00858,2026-04-15 14:21:00,North,Paper Towels,Household,5.5
T002244,C00965,2026-03-01 11:11:00,South,Paper Towels,Household,5.5
T005087,C00311,2025-09-09 11:55:00,South,Paper Towels,Household,5.5
T001207,C00218,2025-11-05 17:57:00,North,Charcoal Bag,BBQ,8.2
T001005,C00089,2025-06-02 16:22:00,West,Energy Drink,Beverages,2.4
T001752,C00689,2025-11-05 19:26:00,West,Bacon,Meat,5.4
T001862,C01118,2026-02-22 08:27:00,West,Chicken Breast,Meat,7.5
T000927,C01131,2025-10-26 07:53:00,East,Croissants,Bakery,3.8
T004542,C00775,2025-11-16 07:53:00,North,Eggs (12ct),Dairy,3.5
T004004,C01367,2025-11-09 20:30:00,North,Milk 1L,Dairy,1.6
T002976,C00834,2025-11-08 09:39:00,South,Onions,Produce,1.5
T003904,C01613,2025-12-17 14:41:00,East,BBQ Sauce,BBQ,3.9
T002453,C01562,2025-11-28 09:08:00,North,Bagels,Bakery,3.2
T004112,C00731,2025-10-22 20:50:00,South,Spaghetti,Pasta_Sauce,1.9
T002408,C00366,2026-02-27 07:37:00,East,Onions,Produce,1.5
T003992,C00121,2026-05-27 08:59:00,South,Frozen Fries,Frozen,3.4
T002056,C00262,2025-07-01 16:55:00,East,Frozen Pizza,Frozen,5.9
T004539,C01529,2026-04-16 11:52:00,South,Cereal,Breakfast,4.2
T001248,C00070,2026-02-05 11:48:00,North,Cereal,Breakfast,4.2
T001391,C01586,2025-06-11 10:28:00,North,Trash Bags,Household,6.1
T001529,C01295,2025-12-21 17:27:00,East,Cheddar Cheese,Dairy,5.2
T001598,C01334,2026-05-13 08:46:00,East,Bacon,Meat,5.4
T002378,C00856,2025-07-05 20:19:00,West,Salsa Dip,Snacks,3.8
T001404,C01737,2026-04-02 19:17:00,East,Honey,Spreads,6.2
T003779,C01547,2026-04-03 17:12:00,South,Frozen Vegetables,Frozen,3.1
T001976,C00352,2025-12-22 14:49:00,North,Nutella,Spreads,5.9
T004446,C01380,2026-04-28 20:15:00,South,Spaghetti,Pasta_Sauce,1.9
T001227,C00089,2025-09-25 17:19:00,West,Parmesan Cheese,Pasta_Sauce,6.5
T000957,C01073,2025-06-06 10:17:00,North,Wine Bottle,Beverages,12.5
T002140,C00784,2025-11-15 15:34:00,East,Sausages,Meat,4.8
T004166,C00213,2025-06-23 20:24:00,North,Beer 6-Pack,Beverages,9.9
T001615,C01074,2025-10-27 08:36:00,South,Wine Bottle,Beverages,12.5
T004518,C00586,2025-12-17 09:57:00,West,Bagels,Bakery,3.2
T003428,C01686,2026-01-31 08:07:00,West,Energy Drink,Beverages,2.4
T001885,C01578,2026-04-02 20:47:00,South,Frozen Pizza,Frozen,5.9
T005113,C01742,2026-05-14 20:05:00,East,Tortilla Chips,Snacks,3.3
T002241,C00126,2025-09-04 14:53:00,South,Cola 2L,Beverages,2.6
T002650,C01751,2025-07-21 12:13:00,East,Greek Yogurt,Dairy,3.3
T001864,C00718,2025-06-07 13:19:00,North,Laundry Detergent,Household,8.9
T002784,C01068,2025-07-20 20:14:00,North,Avocado,Produce,2.0
T004609,C00695,2026-01-08 14:19:00,South,Cereal,Breakfast,4.2
T002179,C01008,2026-03-12 08:33:00,South,Guacamole Dip,Snacks,4.2
T003216,C01654,2026-01-31 11:56:00,North,Frozen Pizza,Frozen,5.9
T003069,C00157,2025-08-20 12:43:00,North,Oatmeal,Breakfast,3.7
T002546,C01761,2025-06-13 16:57:00,North,Cereal,Breakfast,4.2
T002154,C01123,2025-07-07 12:21:00,East,White Bread,Bakery,2.5
T002975,C00438,2026-03-03 09:14:00,East,Chicken Breast,Meat,7.5
T002381,C01489,2026-05-17 11:39:00,North,Butter,Dairy,4.1
T000601,C00315,2025-12-04 17:53:00,West,Guacamole Dip,Snacks,4.2
T000730,C01125,2025-10-26 18:31:00,South,Milk 1L,Dairy,1.6
T001737,C00558,2025-08-15 11:41:00,West,Ketchup,BBQ,2.6
T005102,C01501,2025-12-08 11:04:00,East,Paper Plates,Party,2.9
T003883,C00555,2025-11-22 10:13:00,East,Ground Beef,Meat,6.9
T001782,C00067,2026-02-18 08:03:00,East,Pretzels,Snacks,2.9
T002407,C01070,2025-07-29 20:59:00,East,Honey,Spreads,6.2
T004543,C00139,2025-11-22 17:50:00,South,Sugar,Breakfast,2.2
T000632,C00096,2025-11-05 10:01:00,North,Mustard,BBQ,2.1
T002118,C01540,2026-01-15 09:00:00,North,Ground Beef,Meat,6.9
T004714,C00524,2026-03-06 15:18:00,North,Eggs (12ct),Dairy,3.5
T003256,C00578,2026-02-08 12:15:00,South,Nutella,Spreads,5.9
T004470,C01204,2025-06-22 12:19:00,East,Frozen Pizza,Frozen,5.9
T001143,C00839,2025-07-30 08:24:00,West,Dish Soap,Household,3.2
T003369,C00109,2025-12-19 20:14:00,North,Butter,Dairy,4.1
T001934,C01198,2026-02-18 14:07:00,North,Frozen Pizza,Frozen,5.9
T004396,C00465,2025-10-12 20:10:00,West,Butter,Dairy,4.1
T004589,C00709,2026-05-25 19:21:00,West,Ice Bag,Party,2.2
T002493,C00222,2025-10-12 12:48:00,East,Lettuce,Produce,1.8
T003238,C01177,2026-05-26 13:46:00,South,Apples,Produce,2.1
T001746,C01123,2025-06-13 10:26:00,North,Potato Chips,Snacks,3.1
T004302,C00643,2025-06-04 08:47:00,North,Ice Cream,Frozen,4.7
T001511,C00756,2025-07-26 14:55:00,West,Ketchup,BBQ,2.6
T000295,C01513,2026-03-05 10:18:00,South,Pretzels,Snacks,2.9
T000991,C01710,2026-01-28 07:32:00,North,Croissants,Bakery,3.8
T001803,C01596,2026-01-19 16:23:00,East,Candles,Party,4.0
T005126,C00170,2025-12-08 13:51:00,South,Wine Bottle,Beverages,12.5
T001646,C01106,2025-12-02 19:02:00,West,Frozen Pizza,Frozen,5.9
T002713,C01377,2025-10-08 20:27:00,South,Cheddar Cheese,Dairy,5.2
T004688,C01398,2026-02-03 07:10:00,North,Diapers Pack,Baby,14.9
T004662,C00822,2026-03-17 12:53:00,North,Cola 2L,Beverages,2.6
T000431,C00982,2025-09-22 07:24:00,North,Orange Juice,Breakfast,3.9
T003290,C01123,2026-03-11 07:42:00,East,Cola 2L,Beverages,2.6
T002269,C00522,2025-12-02 14:50:00,South,Apples,Produce,2.1
T001999,C00340,2025-10-06 08:02:00,East,Energy Drink,Beverages,2.4
T003867,C01586,2026-02-22 10:55:00,West,White Bread,Bakery,2.5
T004506,C00860,2025-12-05 08:43:00,North,Energy Drink,Beverages,2.4
T003211,C00533,2026-01-25 17:52:00,West,Cheddar Cheese,Dairy,5.2
T000981,C00771,2026-03-14 12:02:00,West,Milk 1L,Dairy,1.6
T001673,C01693,2025-12-08 12:31:00,South,Ice Cream,Frozen,4.7
T001940,C01531,2025-11-07 19:29:00,North,Paper Plates,Party,2.9
T001536,C01339,2026-03-19 17:35:00,West,Laundry Detergent,Household,8.9
T000830,C01323,2026-04-30 07:19:00,East,Ice Cream,Frozen,4.7
T000123,C01423,2026-05-08 08:35:00,North,Cheddar Cheese,Dairy,5.2
T000410,C01217,2025-11-20 09:38:00,South,Sausages,Meat,4.8
T004035,C00851,2025-09-18 19:51:00,West,Coffee,Breakfast,8.5
T005179,C00575,2025-07-06 10:34:00,North,Energy Drink,Beverages,2.4
T002069,C01616,2026-02-17 15:54:00,West,Potato Chips,Snacks,3.1
T003295,C00714,2025-08-18 10:34:00,West,Oatmeal,Breakfast,3.7
